inventory_id,record_type,screen,route,component,user_action,api_endpoint,method,server_action,service,ros_component,agent,llm_provider,db_model,external_provider,auth_required,rbac_required,tenant_check,idempotency,mock_present,error_handling,persistence,test_file,status,severity,evidence,file,line,notes
ACT-00187,user_action,/admin/settings/managed-hiring,/admin/settings/managed-hiring,src/app/admin/settings/managed-hiring/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/settings/managed-hiring/page.tsx:120 — onClick handler,src/app/admin/settings/managed-hiring/page.tsx,120,No nearby API call detected; verify whether UI-only is intentional.
ACT-00188,user_action,/admin/settings/managed-hiring,/admin/settings/managed-hiring,src/app/admin/settings/managed-hiring/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/settings/managed-hiring/page.tsx:148 — onChange handler,src/app/admin/settings/managed-hiring/page.tsx,148,No nearby API call detected; verify whether UI-only is intentional.
ACT-00189,user_action,/admin/settings/managed-hiring,/admin/settings/managed-hiring,src/app/admin/settings/managed-hiring/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/settings/managed-hiring/page.tsx:158 — onChange handler,src/app/admin/settings/managed-hiring/page.tsx,158,No nearby API call detected; verify whether UI-only is intentional.
ACT-00190,user_action,/admin/settings/managed-hiring,/admin/settings/managed-hiring,src/app/admin/settings/managed-hiring/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/settings/managed-hiring/page.tsx:168 — onChange handler,src/app/admin/settings/managed-hiring/page.tsx,168,No nearby API call detected; verify whether UI-only is intentional.
ACT-00191,user_action,/admin/settings/managed-hiring,/admin/settings/managed-hiring,src/app/admin/settings/managed-hiring/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/settings/managed-hiring/page.tsx:178 — onChange handler,src/app/admin/settings/managed-hiring/page.tsx,178,No nearby API call detected; verify whether UI-only is intentional.
ACT-00192,user_action,/admin/settings/managed-hiring,/admin/settings/managed-hiring,src/app/admin/settings/managed-hiring/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/settings/managed-hiring/page.tsx:188 — onChange handler,src/app/admin/settings/managed-hiring/page.tsx,188,No nearby API call detected; verify whether UI-only is intentional.
ACT-00193,user_action,/admin/settings/managed-hiring,/admin/settings/managed-hiring,src/app/admin/settings/managed-hiring/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/settings/managed-hiring/page.tsx:198 — onChange handler,src/app/admin/settings/managed-hiring/page.tsx,198,No nearby API call detected; verify whether UI-only is intentional.
CALL-00194,frontend_api_call,/admin/settings/managed-hiring,/admin/settings/managed-hiring,src/app/admin/settings/managed-hiring/page.tsx,fetch GET /api/admin/config,/api/admin/config,GET,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/settings/managed-hiring/page.tsx:27 — frontend call GET /api/admin/config,src/app/admin/settings/managed-hiring/page.tsx,27,Must reconcile against an API endpoint row.
CALL-00195,frontend_api_call,/admin/settings/managed-hiring,/admin/settings/managed-hiring,src/app/admin/settings/managed-hiring/page.tsx,fetch POST /api/admin/config,/api/admin/config,POST,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/settings/managed-hiring/page.tsx:53 — frontend call POST /api/admin/config,src/app/admin/settings/managed-hiring/page.tsx,53,Must reconcile against an API endpoint row.
SCR-00196,screen,/admin/settings/payment-gateway,/admin/settings/payment-gateway,src/app/admin/settings/payment-gateway/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/settings/payment-gateway/page.tsx:1 — screen route /admin/settings/payment-gateway,src/app/admin/settings/payment-gateway/page.tsx,1,No interactive handler detected by static scan.
SCR-00197,screen,/admin/settings/plan-management,/admin/settings/plan-management,src/app/admin/settings/plan-management/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/settings/plan-management/page.tsx:1 — screen route /admin/settings/plan-management,src/app/admin/settings/plan-management/page.tsx,1,No interactive handler detected by static scan.
SCR-00198,screen,/admin/settings/security,/admin/settings/security,src/app/admin/settings/security/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,true,none/unknown,,GREEN,LOW,src/app/admin/settings/security/page.tsx:1 — screen route /admin/settings/security,src/app/admin/settings/security/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00199,user_action,/admin/settings/security,/admin/settings/security,src/app/admin/settings/security/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/settings/security/page.tsx:70 — onClick handler,src/app/admin/settings/security/page.tsx,70,No nearby API call detected; verify whether UI-only is intentional.
ACT-00200,user_action,/admin/settings/security,/admin/settings/security,src/app/admin/settings/security/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/settings/security/page.tsx:124 — onClick handler,src/app/admin/settings/security/page.tsx,124,No nearby API call detected; verify whether UI-only is intentional.
CALL-00201,frontend_api_call,/admin/settings/security,/admin/settings/security,src/app/admin/settings/security/page.tsx,fetch GET /api/admin/security/status,/api/admin/security/status,GET,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/settings/security/page.tsx:13 — frontend call GET /api/admin/security/status,src/app/admin/settings/security/page.tsx,13,Must reconcile against an API endpoint row.
CALL-00202,frontend_api_call,/admin/settings/security,/admin/settings/security,src/app/admin/settings/security/page.tsx,fetch POST /api/admin/security/status,/api/admin/security/status,POST,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/settings/security/page.tsx:37 — frontend call POST /api/admin/security/status,src/app/admin/settings/security/page.tsx,37,Must reconcile against an API endpoint row.
SCR-00203,screen,/admin/settings/smtp,/admin/settings/smtp,src/app/admin/settings/smtp/page.tsx,Screen render,,,,,,,SMTP/SendGrid,,SMTP/SendGrid,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/settings/smtp/page.tsx:1 — screen route /admin/settings/smtp,src/app/admin/settings/smtp/page.tsx,1,No interactive handler detected by static scan.
SCR-00204,screen,/admin/settings/terms-privacy,/admin/settings/terms-privacy,src/app/admin/settings/terms-privacy/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/settings/terms-privacy/page.tsx:1 — screen route /admin/settings/terms-privacy,src/app/admin/settings/terms-privacy/page.tsx,1,No interactive handler detected by static scan.
SCR-00205,screen,/admin/settings/whatsapp,/admin/settings/whatsapp,src/app/admin/settings/whatsapp/page.tsx,Screen render,,,,,,,WhatsApp Cloud API,,WhatsApp Cloud API,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/settings/whatsapp/page.tsx:1 — screen route /admin/settings/whatsapp,src/app/admin/settings/whatsapp/page.tsx,1,No interactive handler detected by static scan.
SCR-00206,screen,/admin/signups,/admin/signups,src/app/admin/signups/page.tsx,Screen render,,,,,,,Google Gemini | WhatsApp Cloud API,,Google Gemini | WhatsApp Cloud API,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/signups/page.tsx:1 — screen route /admin/signups,src/app/admin/signups/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00207,user_action,/admin/signups,/admin/signups,src/app/admin/signups/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/signups/page.tsx:84 — onClick handler,src/app/admin/signups/page.tsx,84,No nearby API call detected; verify whether UI-only is intentional.
ACT-00208,user_action,/admin/signups,/admin/signups,src/app/admin/signups/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/signups/page.tsx:99 — onClick handler,src/app/admin/signups/page.tsx,99,No nearby API call detected; verify whether UI-only is intentional.
ACT-00209,user_action,/admin/signups,/admin/signups,src/app/admin/signups/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/signups/page.tsx:121 — onClick handler,src/app/admin/signups/page.tsx,121,No nearby API call detected; verify whether UI-only is intentional.
ACT-00210,user_action,/admin/signups,/admin/signups,src/app/admin/signups/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/signups/page.tsx:143 — onClick handler,src/app/admin/signups/page.tsx,143,No nearby API call detected; verify whether UI-only is intentional.
ACT-00211,user_action,/admin/signups,/admin/signups,src/app/admin/signups/page.tsx,onClick handler,,,,,,,Google Gemini | WhatsApp Cloud API,,Google Gemini | WhatsApp Cloud API,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/signups/page.tsx:165 — onClick handler,src/app/admin/signups/page.tsx,165,No nearby API call detected; verify whether UI-only is intentional.
ACT-00212,user_action,/admin/signups,/admin/signups,src/app/admin/signups/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/signups/page.tsx:235 — onClick handler,src/app/admin/signups/page.tsx,235,No nearby API call detected; verify whether UI-only is intentional.
ACT-00213,user_action,/admin/signups,/admin/signups,src/app/admin/signups/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/signups/page.tsx:247 — onClick handler,src/app/admin/signups/page.tsx,247,No nearby API call detected; verify whether UI-only is intentional.
SCR-00214,screen,/admin/sla/monitor,/admin/sla/monitor,src/app/admin/sla/monitor/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/sla/monitor/page.tsx:1 — screen route /admin/sla/monitor,src/app/admin/sla/monitor/page.tsx,1,No interactive handler detected by static scan.
SCR-00215,screen,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,true,none/unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:1 — screen route /admin/subscriptions,src/app/admin/subscriptions/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00216,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:264 — onClick handler,src/app/admin/subscriptions/page.tsx,264,No nearby API call detected; verify whether UI-only is intentional.
ACT-00217,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:273 — onClick handler,src/app/admin/subscriptions/page.tsx,273,No nearby API call detected; verify whether UI-only is intentional.
ACT-00218,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:282 — onClick handler,src/app/admin/subscriptions/page.tsx,282,No nearby API call detected; verify whether UI-only is intentional.
ACT-00219,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onSubmit handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:312 — onSubmit handler,src/app/admin/subscriptions/page.tsx,312,No nearby API call detected; verify whether UI-only is intentional.
ACT-00220,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:322 — onChange handler,src/app/admin/subscriptions/page.tsx,322,No nearby API call detected; verify whether UI-only is intentional.
ACT-00221,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:336 — onChange handler,src/app/admin/subscriptions/page.tsx,336,No nearby API call detected; verify whether UI-only is intentional.
ACT-00222,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:352 — onChange handler,src/app/admin/subscriptions/page.tsx,352,No nearby API call detected; verify whether UI-only is intentional.
ACT-00223,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:362 — onChange handler,src/app/admin/subscriptions/page.tsx,362,No nearby API call detected; verify whether UI-only is intentional.
ACT-00224,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:384 — onChange handler,src/app/admin/subscriptions/page.tsx,384,No nearby API call detected; verify whether UI-only is intentional.
ACT-00225,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:394 — onChange handler,src/app/admin/subscriptions/page.tsx,394,No nearby API call detected; verify whether UI-only is intentional.
ACT-00226,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:404 — onChange handler,src/app/admin/subscriptions/page.tsx,404,No nearby API call detected; verify whether UI-only is intentional.
ACT-00227,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:417 — onChange handler,src/app/admin/subscriptions/page.tsx,417,No nearby API call detected; verify whether UI-only is intentional.
ACT-00228,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:427 — onChange handler,src/app/admin/subscriptions/page.tsx,427,No nearby API call detected; verify whether UI-only is intentional.
ACT-00229,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:437 — onChange handler,src/app/admin/subscriptions/page.tsx,437,No nearby API call detected; verify whether UI-only is intentional.
ACT-00230,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:454 — onChange handler,src/app/admin/subscriptions/page.tsx,454,No nearby API call detected; verify whether UI-only is intentional.
ACT-00231,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:474 — onClick handler,src/app/admin/subscriptions/page.tsx,474,No nearby API call detected; verify whether UI-only is intentional.
ACT-00232,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:537 — onClick handler,src/app/admin/subscriptions/page.tsx,537,No nearby API call detected; verify whether UI-only is intentional.
ACT-00233,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:545 — onClick handler,src/app/admin/subscriptions/page.tsx,545,No nearby API call detected; verify whether UI-only is intentional.
ACT-00234,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:593 — onChange handler,src/app/admin/subscriptions/page.tsx,593,No nearby API call detected; verify whether UI-only is intentional.
ACT-00235,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:618 — onChange handler,src/app/admin/subscriptions/page.tsx,618,No nearby API call detected; verify whether UI-only is intentional.
ACT-00236,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:629 — onClick handler,src/app/admin/subscriptions/page.tsx,629,No nearby API call detected; verify whether UI-only is intentional.
ACT-00237,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:636 — onClick handler,src/app/admin/subscriptions/page.tsx,636,No nearby API call detected; verify whether UI-only is intentional.
ACT-00238,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:644 — onClick handler,src/app/admin/subscriptions/page.tsx,644,No nearby API call detected; verify whether UI-only is intentional.
ACT-00239,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onSubmit handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:676 — onSubmit handler,src/app/admin/subscriptions/page.tsx,676,No nearby API call detected; verify whether UI-only is intentional.
ACT-00240,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:686 — onChange handler,src/app/admin/subscriptions/page.tsx,686,No nearby API call detected; verify whether UI-only is intentional.
ACT-00241,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:698 — onChange handler,src/app/admin/subscriptions/page.tsx,698,No nearby API call detected; verify whether UI-only is intentional.
ACT-00242,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:715 — onChange handler,src/app/admin/subscriptions/page.tsx,715,No nearby API call detected; verify whether UI-only is intentional.
ACT-00243,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:731 — onChange handler,src/app/admin/subscriptions/page.tsx,731,No nearby API call detected; verify whether UI-only is intentional.
ACT-00244,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:742 — onChange handler,src/app/admin/subscriptions/page.tsx,742,No nearby API call detected; verify whether UI-only is intentional.
ACT-00245,user_action,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:788 — onClick handler,src/app/admin/subscriptions/page.tsx,788,No nearby API call detected; verify whether UI-only is intentional.
CALL-00246,frontend_api_call,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,fetch GET /api/admin/subscription-plans?includeArchived=true,/api/admin/subscription-plans?includeArchived=true,GET,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:42 — frontend call GET /api/admin/subscription-plans?includeArchived=true,src/app/admin/subscriptions/page.tsx,42,Must reconcile against an API endpoint row.
CALL-00247,frontend_api_call,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,fetch GET /api/admin/subscriptions/settings,/api/admin/subscriptions/settings,GET,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:45 — frontend call GET /api/admin/subscriptions/settings,src/app/admin/subscriptions/page.tsx,45,Must reconcile against an API endpoint row.
CALL-00248,frontend_api_call,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,fetch POST /api/admin/subscriptions/settings,/api/admin/subscriptions/settings,POST,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:114 — frontend call POST /api/admin/subscriptions/settings,src/app/admin/subscriptions/page.tsx,114,Must reconcile against an API endpoint row.
CALL-00249,frontend_api_call,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,fetch PUT /api/admin/subscriptions/settings,/api/admin/subscriptions/settings,PUT,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:149 — frontend call PUT /api/admin/subscriptions/settings,src/app/admin/subscriptions/page.tsx,149,Must reconcile against an API endpoint row.
CALL-00250,frontend_api_call,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,fetch DELETE /api/admin/subscription-plans?id=${id},/api/admin/subscription-plans?id=${id},DELETE,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:176 — frontend call DELETE /api/admin/subscription-plans?id=${id},src/app/admin/subscriptions/page.tsx,176,Must reconcile against an API endpoint row.
CALL-00251,frontend_api_call,/admin/subscriptions,/admin/subscriptions,src/app/admin/subscriptions/page.tsx,fetch DELETE /api/admin/subscriptions/settings?code=${code},/api/admin/subscriptions/settings?code=${code},DELETE,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/subscriptions/page.tsx:193 — frontend call DELETE /api/admin/subscriptions/settings?code=${code},src/app/admin/subscriptions/page.tsx,193,Must reconcile against an API endpoint row.
SCR-00252,screen,/admin/system/backup-recovery,/admin/system/backup-recovery,src/app/admin/system/backup-recovery/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/system/backup-recovery/page.tsx:1 — screen route /admin/system/backup-recovery,src/app/admin/system/backup-recovery/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00253,user_action,/admin/system/backup-recovery,/admin/system/backup-recovery,src/app/admin/system/backup-recovery/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/system/backup-recovery/page.tsx:43 — onClick handler,src/app/admin/system/backup-recovery/page.tsx,43,No nearby API call detected; verify whether UI-only is intentional.
SCR-00254,screen,/admin/system/db-pool,/admin/system/db-pool,src/app/admin/system/db-pool/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/system/db-pool/page.tsx:1 — screen route /admin/system/db-pool,src/app/admin/system/db-pool/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00255,user_action,/admin/system/db-pool,/admin/system/db-pool,src/app/admin/system/db-pool/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/system/db-pool/page.tsx:37 — onClick handler,src/app/admin/system/db-pool/page.tsx,37,No nearby API call detected; verify whether UI-only is intentional.
SCR-00256,screen,/admin/system/infrastructure,/admin/system/infrastructure,src/app/admin/system/infrastructure/page.tsx,Screen render,,,,,,,Supabase,,Supabase,yes,yes,unknown,unknown,false,true,none/unknown,,GREEN,LOW,src/app/admin/system/infrastructure/page.tsx:1 — screen route /admin/system/infrastructure,src/app/admin/system/infrastructure/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00257,user_action,/admin/system/infrastructure,/admin/system/infrastructure,src/app/admin/system/infrastructure/page.tsx,onClick handler,,,,,,,Supabase,,Supabase,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/system/infrastructure/page.tsx:43 — onClick handler,src/app/admin/system/infrastructure/page.tsx,43,No nearby API call detected; verify whether UI-only is intentional.
CALL-00258,frontend_api_call,/admin/system/infrastructure,/admin/system/infrastructure,src/app/admin/system/infrastructure/page.tsx,fetch GET /api/admin/system-health,/api/admin/system-health,GET,,,,,Supabase,,Supabase,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/system/infrastructure/page.tsx:12 — frontend call GET /api/admin/system-health,src/app/admin/system/infrastructure/page.tsx,12,Must reconcile against an API endpoint row.
SCR-00259,screen,/admin/system/queue-broker,/admin/system/queue-broker,src/app/admin/system/queue-broker/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/system/queue-broker/page.tsx:1 — screen route /admin/system/queue-broker,src/app/admin/system/queue-broker/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00260,user_action,/admin/system/queue-broker,/admin/system/queue-broker,src/app/admin/system/queue-broker/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/system/queue-broker/page.tsx:41 — onClick handler,src/app/admin/system/queue-broker/page.tsx,41,No nearby API call detected; verify whether UI-only is intentional.
SCR-00261,screen,/admin/system-health,/admin/system-health,src/app/admin/system-health/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,true,none/unknown,,GREEN,LOW,src/app/admin/system-health/page.tsx:1 — screen route /admin/system-health,src/app/admin/system-health/page.tsx,1,Interactive handlers detected; action-level rows follow.
CALL-00262,frontend_api_call,/admin/system-health,/admin/system-health,src/app/admin/system-health/page.tsx,fetch GET /api/admin/system-health,/api/admin/system-health,GET,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/system-health/page.tsx:12 — frontend call GET /api/admin/system-health,src/app/admin/system-health/page.tsx,12,Must reconcile against an API endpoint row.
SCR-00263,screen,/admin/users,/admin/users,src/app/admin/users/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/users/page.tsx:1 — screen route /admin/users,src/app/admin/users/page.tsx,1,No interactive handler detected by static scan.
